DOI,Volume,Issue,Pages,文献预览,年份,期刊,作者,摘要,标题,标题翻译,摘要翻译,摘要总结
,,,309-312,,2011,SHO2011: INTERNATIONAL SYMPOSIUM ON OCCUPATIONAL SAFETY AND HYGIENE,"Hazin, Marcia; Martins, Laura; Villarouco, Vilma; Rafailov, Igor; Rodrigues, Ma da Conceicao","The stand studied is that of a nurse in a neonatal ICU and pediatric hospitals and two were analyzed, one in a private entity and another in a public entity, in Recife -PE, Brazil. Both ICU, neonatal and pediatric studied are located in large buildings constructed in hospital complexes and have no isolation area for infected patients. The work of the NICU is in support of motherhood, and serves patients newborns, and premature births. The aim of this work was to carry out a comparative study of the nurse's post in the ICU of two pediatric hospitals, both public and private. The research was based on AET, which satisfies the technical, environmental, organizational, cognitive and regulatory work. According to Santos and Fialho (1997), the AET has two phases: Ergonomic Analysis and Synthesis. The Ergonomics Analysis is divided into three stages; Demand Analysis, Task analysis and activity analysis. As tools of task analysis, we used the diagram of discomfort from Corlett and Bishop and the evaluation method REBA It was detected in the two institutions, operational problems that may increase the risk of infections. The study aimed at assessing the needs of various ergonomic interventions at both institutions, listed in the specifications and recommendations. Lack of resources and possibilities in the public institution is a matter of great difficulty working as well as inadequate performance of the activity, there is still a lack of materials and equipment, requesting a few moments of improvisation and some professional tasks often in postures, which may cause the medium to long term muscle fatigue, body pain and compensation.",A comparative ergonomic analysis of the work station for assistant nurses in the (public and private) pediatric ICU in Recife (PE). A case study.,“累西腓（PE）公私立儿童重症监护室助理护士工作站的比较人机工程分析：案例研究”,本研究考察了一名在新生儿重症监护病房（NICU）和儿科医院工作的护士，分析了位于巴西累西腓（Recife-PE）的一家私立机构和一家公立机构的两个案例。这两个重症监护室均位于大型医院综合体内，且没有为感染患者设置隔离区域。新生儿重症监护病房的工作支持母婴健康，主要服务于新生儿和早产儿。本研究旨在对两家儿科医院的护士职位进行比较研究，包括公立和私立医院。研究基于人机工程学技术（AET），该技术满足了技术、环境、组织、认知和法规工作要求。根据Santos和Fialho（1997）的定义，人机工程分析分为两个阶段：人体工程学分析和综合。人体工程学分析又分为三个阶段；需求分析、任务分析和活动分析。在任务分析工具中，我们使用了Corlett和Bishop的舒适度图和REBA评估方法。在这两所机构中发现了可能增加感染风险的操作问题。本研究旨在评估这两家机构各种人机工程干预的需求，并在规格和建议中列出了这些干预。公立机构资源不足和可能性有限，以及活动表现不佳，均是工作中面临的巨大困难。此外，仍缺乏材料和设备，常常需要即兴发挥，某些专业任务的姿势不当，可能导致中长期的肌肉疲劳、身体疼痛和补偿性变化。,Hazin等（2011）对巴西Recife两家私立和公共儿童医院的 neonatal ICU 护士岗位进行了比较研究，采用工作分析技术（AET）和任务分析工具，发现两家医院在感染风险方面存在操作问题，并提出了改善人因工程干预的建议。
,,,28-31,,2011,"PROCEEDINGS OF THE 6TH INTERNATIONAL CONFERENCE ON BUSINESS EXCELLENCE, VOL 1","Anica-Popa, Liana; Vrincianu, Marinela; Raileanu, Stefan","The aim of this study is to look at sociological context influencing the organizational creativity and how knowledge management (KM) techniques could store and reuse the working creativity products in a learning company. The methodology was based on systematic literature investigation in KM, organizational memory, sociological factors and organizational creativity fields. Observations concerning the capture of thoughts using specific KM mechanisms have been elaborated in order to provide elements for an appropriate framework concerning the construction of an organizational memory.The results indicated that both learning culture and creative climate contributed to the innovation and implicitly the organization grow. The creativity exists at individual and organizational level, but employees are encouraged to explore it differently, accordingly to the managers' position in the creativity issue. Nevertheless regarding the creativity at organizational level and its benefits, there is still a need to develop an improved understanding in practice. Some components of our future framework have been outlined.",ORGANIZATION MEMORY AND CREATIVITY IN A LEARNING COMPANY: A SOCIOLOGICAL APPROACH FROM A KM PERSPECTIVE,学习型公司的组织记忆与创造力：从知识管理视角的社会学方法,本研究的目的是探讨社会背景对组织创造力的影响，以及知识管理（KM）技术如何在学习型公司中存储和重用工作创造力产品。该研究的方法主要基于对知识管理、组织记忆、社会因素和组织创造力领域的系统文献调查。为了提供有关构建组织记忆的适当框架的要素，提出了使用特定知识管理机制捕捉想法的观察结果。结果表明，学习文化和创造性氛围都对创新以及组织的成长产生了积极影响。创造力存在于个体和组织层面，但员工被鼓励根据管理者在创造力问题上的立场以不同的方式探索它。然而，关于组织层面的创造力及其益处，仍然需要在实践中进一步深化理解。我们的未来框架的一些组成部分已经被概述。,Anica-Popa等（2011）通过系统文献调查研究知识管理与组织创造力的社会学背景，结果表明学习文化和创新氛围促进了组织成长，强调了改进实践理解的重要性，并初步勾勒出组织记忆建设框架。
https://doi.org/10.1007/s11187-009-9212-8,36,2,135-150,https://doi.org/10.1007/s11187-009-9212-8,2011,SMALL BUSINESS ECONOMICS,"Johannisson, Bengt","Adopting a process perspective on entrepreneurship, captured by the notion of entrepreneuring, the emerging practice-theory approach in the social sciences is proposed as an appropriate frame of reference. Entrepreneuring as a practice is ontologically/epistemologically qualified by presenting phronesis as the relevant guiding intellectual virtue in the knowledge-creating process. A constructionist view invites different modes of coping with an ambiguous environment, including the use of analogizing and bricolage when enacting entrepreneuring by way of improvisation and personal networking. The notion of organizing context is introduced to grasp how collective support for entrepreneuring may be mobilized. Enactive research as an interactive way for doing field research is outlined and illustrated in order to complete the paradigmatic and theoretical arguments for a practice-theory approach to entrepreneuring with an adequate methodology.",Towards a practice theory of entrepreneuring,创业实践理论探究,采用过程视角来研究创业，通过“创业”的概念，提出了社会科学中新兴的实践-理论方法作为一个适当的参考框架。作为一种实践，创业在本体论/认识论上通过将智慧（phronesis）呈现为知识创造过程中的相关指导智力美德而得到确立。建构主义视角邀请不同模式应对模糊环境，包括在即兴和个人网络活动中通过类比和拼凑的方式实施创业。引入组织背景的概念，以理解如何动员集体对创业的支持。概述并示范了作为进行实地研究的互动方式的生动研究，以便完善实践-理论方法对创业的范式和理论论证，并提供适当的方法论。,Johannisson（2011）采用过程视角探讨创业，提出实践理论作为框架。研究中，强调了实践中的phronesis作为知识创造的指导智慧，提出了面对模糊环境的应对方式，并阐述采用互动性研究的方式进行田野研究，以支持集体的创业活动。
https://doi.org/10.1111/j.1365-2575.2010.00360.x,21,4,303-333,https://doi.org/10.1111/j.1365-2575.2010.00360.x,2011,INFORMATION SYSTEMS JOURNAL,"Zheng, Yingqin; Venters, Will; Cornford, Tony","This paper examines systems development in a global collaborative community of high-energy physics and offers insights and implications for agile systems development in other large scale and distributed settings. The paper studies the ongoing construction of the UK's computing grid for particle physics (GridPP), a grid that is itself part of the world's largest grid, the Large Hadron Collider Computing Grid. We observe in this project a collective, agile and distributed performance through which the Grid is constructed. We express this through the concept of 'collective agility' which captures a large distributed performance rather than the more conventional sense of agility as small-group and deliberate systems development practices. The collective agility of GridPP is analysed as a process of 'enacted emergence' expressed through the dynamics of six improvisation paradoxes.","Collective agility, paradox and organizational improvisation: the development of a particle physics grid",集体灵活性、悖论与组织即兴创作：粒子物理网格的发展,本文研究了高能物理全球合作社区中的系统开发，并为其他大规模分布式环境中的敏捷系统开发提供了洞见和启示。论文考察了英国粒子物理计算网（GridPP）的持续建设，该计算网本身是世界最大计算网——大型强子对撞机计算网的一部分。在这个项目中，我们观察到通过集体、敏捷且分布式的表现构建了计算网。我们通过“集体敏捷性”这一概念来表达这一点，它捕捉了一种大型分布式的表现，而不是更传统意义上小组和有意识的系统开发实践。GridPP的集体敏捷性被分析为一种“实施中的涌现”过程，这一过程通过六个即兴演奏悖论的动态表现出来。,郑英琴、温特斯和科恩福德（2011）研究了高能物理全球协作社区中的系统开发，分析了英国粒子物理计算网格（GridPP）的建设，提出“集体敏捷性”概念，强调在大规模分布式环境中，创造性的集体行为和六个即兴悖论的动态影响系统开发实践。
,,,1093-1101,,2012,"PROCEEDINGS OF THE ASME SUMMER HEAT TRANSFER CONFERENCE, 2012, VOL 1","Abdelmessih, Amanie N.; Boley, Ryan; Davis, Christopher; De Lima, Bryson; Lobets, Dmitriy; Rogge, Benjamin","The two-semester, capstone senior design courses of the Mechanical Engineering Department of Saint Martin's University prepare students for the workforce by having them participate as teams to solve open-ended, real-world design problems. Students design, manufacture and assemble their project. The students use knowledge from all previous engineering courses as well as their own creative improvisations. Team work is emphasized. Problem recognition, constraints, alternative solutions and their evaluation, consideration of economic and environmental concerns, manufacturing, and scheduling are stressed. The design project further hones the oral and written communication skills of the team.A 2011 senior team designed and constructed a unique, safe, miniature, Rankine vapor power cycle experimental apparatus. The apparatus is currently used to support instruction in four engineering courses: Heat Transfer, Thermodynamics II, Thermal Design of Heat Exchangers, and Energy Systems. A comprehensive literature and market search was performed to choose the working fluid. The cycle was tested up to a high pressure of 260 kPa and the highest temperature reached was 142 degrees C. The lowest pressure and temperature reached were approximately 101 kPa and 20 degrees C, respectively. The apparatus is equipped with temperature, pressure, and flow rate instrumentation, connected to a real time data acquisition system. Technical details are given in the article.",DESIGN AND CONSTRUCTION OF AN INSTRUMENTED INSTRUCTIONAL SMALL SCALE RANKINE VAPOR POWER CYCLE BY AND FOR UNDERGRADUATE STUDENTS,为本科生设计和构建仪器化小型兰金蒸气动力循环,圣马丁大学机械工程系的为期两个学期的顶石设计课程通过团队合作解决开放式的现实设计问题，为学生进入职场做好准备。学生们设计、制造并组装他们的项目。学生们运用所有之前工程课程的知识以及自己的创造性临时发挥。强调团队合作。在课程中，特别关注问题识别、约束条件、替代方案及其评估、经济和环境考虑、制造及时间安排。设计项目进一步提高了团队的口头和书面沟通技能。2011年，一支高年级团队设计并建造了一个独特、安全、迷你型的朗肯蒸汽动力循环实验装置。该装置目前用于支持四门工程课程的教学：传热学、热力学II、热交换器热设计以及能源系统。为了选择工作流体，进行了全面的文献和市场搜索。该循环在高达260 kPa的高压下进行了测试，最高温度达到142摄氏度。最低压力和温度分别约为101 kPa和20摄氏度。该装置配备有温度、压力和流量仪器，连接到实时数据采集系统。文章中提供了技术细节。,Abdelmessih等（2012）通过圣马丁大学机械工程系的设计课程，强调团队合作解决实际设计问题。2011年，学生团队设计了用于多个工程课程的小型Rankine蒸汽动力循环实验装置，进行了文献和市场调查，并测试了压力和温度，为相关课程提供了实用支持。
,,,85-88,,2012,TRANSPORT MEANS 2012,"Furch, J.","The article presents organizational and technical conditions connected with the implementation of the system of military equipment temporary repairs for military technical support's functioning. According to Alliance documents, temporary repair is repair, which may be temporary, to restore an equipment to a specified condition by nonconventional/improvised repair, both deployed and in-barracks, bounded by legal constraints. Similar formulation of the problem was presented in European Standard EN 13306 [1], where is said that temporary was defined as:, physical actions taken to allow a faulty item to perform its required function for a limited time interval and until a repair is carried. In the past the temporary repairs of military combat vehicles proceeded spontaneously and depended on the circumstances to be dealt with. The repair progress was influenced by experiences, the level of combat vehicle complexity, technical facilities and individual skills. Applying a different technology, using a reproduction part, or performing a repair by a serviceman without the competence are typical features of temporary repairs.",Temporary Repairs of Land Vehicles in the Army,陆军地面车辆的临时修理,本文介绍了与军事装备临时修理系统实施相关的组织和技术条件，以支持军事技术功能运作。根据联盟文件，临时修理是指通过非常规/临时修复方式在法律限制下，将装备恢复到指定状态的修理，可以在部署现场和驻军基地进行。类似的问题在欧洲标准EN 13306 [1]中也有表述，其中提到临时修理被定义为：采取物理措施使故障设备在有限时间内和直到进行正式修理之前能够履行所需功能。在过去，军事战斗车辆的临时修理进展是自发的，并依赖于处理时的具体情况。修理过程受经验、战斗车辆的复杂程度、技术设施和个人技能的影响。采用不同的技术、使用再生产部件或由缺乏能力的军人进行修理是临时修理的典型特征。,Furch (2012) 分析了军事设备临时修理系统的组织和技术条件，基于联盟文件和欧洲标准EN 13306，探讨了临时修理的定义和实施过程，指出其受法律约束且通常依赖于经验和修理人员技能。
https://doi.org/10.1093/icc/dts001,21,4,1011-1048,https://doi.org/10.1093/icc/dts001,2012,INDUSTRIAL AND CORPORATE CHANGE,"Ferriani, Simone; Garnsey, Elizabeth; Lorenzoniy, Gianni","Because new entrants very often spin off from established firms, their learning and capabilities are closely linked to their organizational and technological heritage. While this may provide an initial advantage, parental influence can generate inertia and resistance to change, unless the new company is able to unlearn inappropriate practices and create its unique competitive identity. The tension between inheritance and search for novelty is the subject of the article. Building on an in-depth case study of Acorn Computers and ARM semiconductors, we present a model of intergenerational learning and spin-off performance. Early parental influence is followed by intense learning, improvisation and response to feedback from the market. This we term reimprinting, to emphasize the enduring competitive and organizational identity established early on by the spin-off, which in this case provided the basis for disruptive innovation. Focus on the parent-progeny dyad as the unit of analysis can reveal micro-processes that reconstitute past experience to make possible both continuity and innovation in the spin-off venture.",Continuity and change in a spin-off venture: the process of reimprinting,衍生企业中的连续性与变革：再印记的过程,由于新进入者常常从成熟企业分离出来，因此它们的学习和能力与其组织和技术遗产密切相关。尽管这可能提供初始优势，但父母公司的影响可能会导致惯性和对变革的抵制，除非新公司能够抛弃不当的做法并创造其独特的竞争身份。遗产与对新颖性追求之间的紧张关系是本文的主题。基于对橡子电脑和ARM半导体的深入案例研究，我们提出了一个代际学习和分拆绩效的模型。早期的父母影响之后是强烈的学习、即兴创作和对市场反馈的反应。我们称之为再印记，以强调分拆公司早期建立的持久竞争和组织身份，这在此案例中为颠覆性创新提供了基础。将父母-子代对作为分析单位的关注可以揭示重新构建过去经验的微观过程，从而使分拆企业能够实现持续性与创新。,Ferriani等人（2012）通过对Acorn Computers和ARM半导体的深入案例研究，探讨了新创公司与母公司的继承与创新之间的张力，提出了代际学习和分拆企业绩效的模型，强调了早期母公司影响、学习、即兴创作及市场反馈的重要性，揭示了如何在保持竞争和组织身份的同时实现颠覆性创新。
https://doi.org/10.1007/s10916-011-9681-6,36,4,2171-2175,https://doi.org/10.1007/s10916-011-9681-6,2012,JOURNAL OF MEDICAL SYSTEMS,"Kumar, B. Deepak; Kumari, C. M. Vinaya; Sharada, M. S.; Mangala, M. S.","The medical records system of an upcoming teaching hospital in a developing nation was evaluated for its accessibility, completeness, physician satisfaction, presence of any lacunae, suggestion of necessary steps for improvisation and to emphasize the importance of Medical records system in education and research work. The salient aspects of the medical records department were evaluated based on a questionnaire which was evaluated by a team of 40 participants-30 doctors, 5 personnel from Medical Records Department and 5 from staff of Hospital administration. Most of the physicians (65%) were partly satisfied with the existing medical record system. 92.5% were of the opinion that upgradation of the present system is necessary. The need of the hour in the present teaching hospital is the implementation of a hospital-wide patient registration and medical records re-engineering process in the form of electronic medical records system and regular review by the audit commission.",Evaluation of the Medical Records System in an Upcoming Teaching Hospital-A Project for Improvisation,即将开设的教学医院医疗记录系统评估 - 一项改进项目,在一个发展中国家的新兴教学医院中，医疗记录系统的可及性、完整性、医生满意度、存在的空白、改进必要步骤的建议以及强调医疗记录系统在教育和研究工作中的重要性进行了评估。医疗记录部门的显著方面通过一份问卷进行评估，该问卷由40名参与者的团队进行评估——包括30名医生、5名医疗记录部门人员和5名医院行政人员。大多数医生（65%）对现有的医疗记录系统感到部分满意。92.5%的人认为有必要对现有系统进行升级。目前教学医院的当务之急是实施全院范围内的病人登记和医疗记录重新工程过程，以电子医疗记录系统的形式进行，并由审计委员会定期进行审查。,Kumar等（2012）基于问卷调查评估了一个发展中国家新兴教学医院的医疗记录系统，参与者包括40名医务人员。调查发现65%的医生对现有系统仅表示部分满意，92.5%的人认为升级系统必不可少，建议实施电子医疗记录系统以提升记录的完整性和可获取性。
https://doi.org/10.1109/IGARSS.2012.6352540,,,4797-4800,https://doi.org/10.1109/IGARSS.2012.6352540,2012,2012 IEEE INTERNATIONAL GEOSCIENCE AND REMOTE SENSING SYMPOSIUM (IGARSS),"Dill, Stephan; Peichl, Markus; Rudolf, Daniel","The armed forces are nowadays confronted with a wide variety of types of operations. During peace keeping missions in an urban environment, where small units patrol the streets with armored vehicles, the team leader is confronted with a very complex threat situation. The asymmetric imminence arises in most cases from so called IEDs (Improvised explosive devices) which are found in a multitude of versions. In order to avoid risky situations the early detection of possible threats due to advanced reconnaissance and surveillance sensors will provide an important advantage. The aim of the SUM project (Surveillance in an urban environment using mobile sensors) is to develop a low-cost multi-sensor vehicle based surveillance system in order to enhance situational awareness for moving security and military patrols as well as for static checkpoints. The SUMIRAD (SUM imaging radiometer) system is a fast radiometric imager and part of the SUM sensor suite. This paper will present the principle of the SUMIRAD system and its key components. Furthermore the image processing of the final image product reconstructed from the data stream of each radiometer receiver will be described. Imaging results from several measurement campaigns will be presented.",SUMIRAD - A CLOSE TO REAL TIME MMW RADIOMETER IMAGING SYSTEM,SUMIRAD - 一种接近实时的毫米波辐射计成像系统,武装部队如今面临各种类型的作战任务。在城市环境的维和任务中，小分队驾驶装甲车巡逻街道，队长面对着非常复杂的威胁局势。这种不对称的紧迫性大多源自所谓的简易爆炸装置（IED），其形式多种多样。为了避免危险情况，通过先进的侦察和监视传感器早期发现可能的威胁将提供重要优势。SUM项目（使用移动传感器在城市环境中的监视）的目标是开发一种低成本的多传感器车辆基础监控系统，以增强移动安全和军事巡逻以及静态检查站的态势感知。SUMIRAD（SUM成像辐射计）系统是一个快速的辐射成像仪，是SUM传感器套件的一部分。本文将介绍SUMIRAD系统的原理及其关键组件。此外，还将描述从每个辐射计接收器的数据流重建的最终图像产品的图像处理。将展示多个测量活动的成像结果。,Dill、Peichl和Rudolf（2012）在SUM项目中开发了一种低成本多传感器监测系统，旨在提高城市环境中小型安全和军事巡逻的态势感知能力，利用SUMIRAD系统进行快速辐射成像，并展示了多个测量活动的成像结果。
https://doi.org/10.5465/amj.2009.0331,55,3,611-641,https://doi.org/10.5465/amj.2009.0331,2012,ACADEMY OF MANAGEMENT JOURNAL,"Bingham, Christopher B.; Davis, Jason P.","Much is known about the importance of learning and some of the distinct learning processes that organizations use (e.g., trial-and-error learning, vicarious learning, experimental learning, and improvisational learning). Yet surprisingly little is known about whether these processes combine over time in ordered ways, because most research on learning explores one particular process. Using theory elaboration and theory-building methods and data on the accumulated country entries of entrepreneurial firms, we address this gap. Our core contribution is an emergent theoretical framework that develops the concept of learning sequences. We find that learning sequences exist and are influenced by initial conditions. We also find that learning sequences evolve in fundamentally distinct ways over time and with repeated use. Finally, data show how different learning sequences differentially affect both shorter- and longer-term performance, suggesting that it matters which learning processes are used and when. Overall, our findings on learning sequences have important implications for learning theory, international entrepreneurship, and the growing literature on process management.","LEARNING SEQUENCES: THEIR EXISTENCE, EFFECT, AND EVOLUTION",学习序列：它们的存在、影响与演变,关于学习的重要性以及组织所使用的一些特定学习过程（例如，试错学习、替代学习、实验学习和即兴学习）已有大量研究。然而，令人惊讶的是，目前对这些过程是否随着时间以有序的方式结合知之甚少，因为大多数关于学习的研究都只探讨一种特定过程。我们利用理论阐述和理论构建方法，并结合创业公司累积国家进入的数据，填补了这一空白。我们的核心贡献是一个新兴的理论框架，该框架发展了学习序列的概念。我们发现学习序列的确存在，并受初始条件的影响。我们还发现，学习序列随着时间的推移和重复使用在本质上以不同的方式演变。最后，数据表明不同的学习序列对短期和长期绩效有不同的影响，这表明使用何种学习过程以及何时使用是重要的。总体而言，我们对学习序列的发现对学习理论、国际创业以及日益增长的过程管理文献具有重要的启示。,Bingham和Davis（2012）通过理论构建方法，使用创业公司累计国别进入数据，探讨了学习序列的概念及其演变，发现学习序列受到初始条件的影响，且对短期和长期表现有不同影响，提出了对学习理论和国际创业的重要启示。
,6,3,221-236,,2012,Journal of Frontiers of Computer Science & Technology,Wen Yan; Liu Chen; Han Yanbo,"Today, more and more enterprises and organizations choose to depend on the Internet to realize business collaborations. For business users, they often need to gather and analyze information from multiple organizations correctly and immediately to make improvisations. Key issues behind this process are how to construct cross organizational data views in a just-in-time way and maintain the consistency between data views and sources. This paper proposes a dynamic cross-organizational view construction method fitting in with the Internet environment, called iViewer. The main ideas ofiViewer method are to encapsulate autonomous and heterogeneous data sources as a set of data services, and compose them to generate a data view in a visualized and user-friendly way. It develops a polling based view updating algorithm to maintain the consistency between the data views and sources, so that the data view can be updated as the data sources get changed. The paper discusses the principles and procedures ofiViewer in detail, and proves the effects of the iViewer method in practical fire-emergency-equipments-dispatching case, in which a cross-organizational view of fire rescuing equipment information from multiple departments is dynamically constructed for the command center.",iViewer: Service-Based View Construction Method for Just-in-Time Sharing Business Data across Organizations,iViewer：基于服务的视图构建方法，用于跨组织的即时共享业务数据,如今，越来越多的企业和组织选择依赖互联网实现业务协作。对于商业用户而言，他们通常需要及时准确地从多个组织收集和分析信息，以便进行应变。在这一过程中，关键问题是如何以即时的方式构建跨组织数据视图，并保持数据视图与数据源之间的一致性。本文提出了一种适应互联网环境的动态跨组织视图构建方法，称为iViewer。iViewer方法的主要思想是将自主和异构的数据源封装为一组数据服务，并将其组合以生成可视化和用户友好的数据视图。该方法开发了一种基于轮询的视图更新算法，以保持数据视图与数据源之间的一致性，从而使数据视图能够随着数据源的变化而更新。本文详细讨论了iViewer的原理和程序，并在实际火灾应急设备调度案例中证明了iViewer方法的效果，在该案例中，动态构建了来自多个部门的消防救援设备信息的跨组织视图，以供指挥中心使用。,温燕、刘晨和韩延波（2012）提出了一种名为iViewer的动态跨组织视图构建方法，旨在互联网环境中实现企业间的业务协作。研究基于来自多个组织的信息构建一致性数据视图，并在消防设备调度案例中验证了方法的有效性。
,,,241-250,,2013,PROCEEDINGS OF THE 18TH INTERNATIONAL CONFERENCE ON COMPUTER-AIDED ARCHITECTURAL DESIGN RESEARCH IN ASIA (CAADRIA 2013): OPEN SYSTEMS,"Erhan, Halil I.; Botta, David; Huang, Andy T.; Woodbury, Robert F.","Peripheral devices like smart phones offer an opportunity to lower the barrier to spontaneous collection and sharing of information during distributed collaboration. We have completed development of guidelines and a framework that focuses on peripheral devices in collaboration. In order to explore the design space generated by our principles, we conducted a role-playing experiment about commissioning a building, in which an onsite team and a design team were expected to find and resolve discrepancies between requirements, design documents, and the actual site. The teams were given Styrofoam panels to act as pretend smart peripherals to invoke play and help probe the design space. We found that reflection on action (debriefing and subsequent brainstorming) was fruitful for ideation and theorem building about interaction, but  reflection in action failed. Yet, reflection in action, particularly with such probes, is important to capture the mechanics of collaboration. Therefore, we are considering adapting improvisational theatre to our study of distributed collaboration.",PERIPHERAL TOOLS TO SUPPORT COLLABORATION: PROBING TO DESIGN COLLABORATION THROUGH ROLE-PLAYING,辅助合作的外围工具：通过角色扮演探讨设计合作,外围设备如智能手机为在分布式协作中自发收集和分享信息提供了降低门槛的机会。我们已经完成了以外围设备为重点的协作指南和框架的开发。为了探索我们原则所生成的设计空间，我们进行了一项关于委托建造的角色扮演实验，其中现场团队和设计团队需要找到并解决需求、设计文件与实际现场之间的差异。各团队获得了泡沫板作为假装的智能外围设备，以激发想象力并帮助探索设计空间。我们发现，行动反思（回顾和随后的头脑风暴）对互动的构思和理论建立是富有成效的，但行动中的反思未能取得成功。然而，行动中的反思，特别是使用这样的探测工具，对于捕捉协作的机制是重要的。因此，我们正在考虑将即兴戏剧应用于我们的分布式协作研究。,Erhan等人（2013）通过角色扮演实验，使用假想智能外设来探索分布式协作中的设计空间，发现行动反思有助于创意和理论构建，而在行动中的反思未能成功，但对协作机制的捕捉至关重要，建议结合即兴剧理论进行研究。
https://doi.org/10.1590/S1413-81232013000100003,18,1,17-23,https://doi.org/10.1590/S1413-81232013000100003,2013,CIENCIA & SAUDE COLETIVA,"Infante Campos, Alberto; de Aguiar, Adriana Cavalcanti","Created in 1986, the Spanish National Health System adopted Primary Health Care (PHC) as one of its building blocks. Since the beginning, the Spanish PHC model has been the subject of both praise and criticism. Nowadays, a crisis in public policy funding - including health funding policies - is resurrecting old debates and raising new ones. This paper analyzes the data available about the degree of acceptance of PHC from the perspective of Spanish citizens as well as data about the debate produced in the last five years by politicians, patients and health workers. At the end of the paper the authors seek to draw some conclusions based on the commonly acknowledged strengths and weakness of the PHC model, which decision-makers ought to take into consideration in order to avoid mistakes caused by improvised decisions elicited by the requirements of the moment.",Is a second reform of primary health care in Spain necessary?,西班牙是否有必要对初级卫生保健进行第二次改革？,西班牙国家卫生系统成立于1986年，采纳初级卫生保健（PHC）作为其重要组成部分。从一开始，西班牙的初级卫生保健模式就一直受到赞赏和批评。如今，公共政策资金危机——包括卫生资金政策——重新引发了旧辩论并提出了新的问题。本文分析了西班牙公民对初级卫生保健接受度的数据，以及过去五年中政治家、患者和卫生工作者所引发的辩论数据。文章最后，作者试图基于人们普遍认可的初级卫生保健模式的优缺点得出一些结论，以供决策者在面对即时需求而产生的临时决定时加以考虑，从而避免因临时决策造成的错误。,Infante Campos和de Aguiar（2013）分析了西班牙国民健康系统的初级卫生保健(PHC)模式，基于公民接受度及近五年的政治、患者和医务人员的辩论数据，提出了对该模式优势与劣势的看法，以供决策者参考，从而避免因临时决策而造成的错误。
https://doi.org/10.1016/j.cogsys.2012.06.005,21,,52-64,https://doi.org/10.1016/j.cogsys.2012.06.005,2013,COGNITIVE SYSTEMS RESEARCH,"Marsden, Janet","There has been considerable investigation into the nature, effectiveness and performance of virtual organizations, virtual teams and virtual collaboration (Cogburn, Santuzzi, & Espinoza, 2011) based on the affordances of information and communications technology (ICT). The recent emergence of location-based social network technologies has resulted in new modes of ad hoc virtual organizations. Developers appear to improvise systems by cobbling together existing applications and technologies, almost overnight, with uncoordinated contributions rather than traditional designs or project plans. Heylighen theorizes that stigmergic self-organization explains this kind of system development (Heylighen, 2007a, 2007b). As defined by the biologist Grasse, stigmergy has been defined as a sequence of indirect stimulus and response behaviors that contribute to the coordination of actions among insects through their environment, for example termites coordinating their nest building activities (Theraulaz & Bonabeau, 1999). Heylighen likens human cognitive self-organization to stigmergy. In recent years, the advent of distributed ICTs like worldwide internet computing and pervasive ubiquitous networks have made traditional top-down techniques of system development increasingly irrelevant for software application development. Instead, modular, adaptable and self-managing end-user components are combined in mash-ups (Merrill, 2009). Similarly, software development teams are spontaneous and ad hoc, functioning as virtual organizations. In this study, the actions leading to the creation of the Ushahidi software platform and its subsequent adaptations are identified using longitudinal case study methodology and content analysis methods applied to newspaper, magazine, website, journal and social networking publications. Based on a socio-technical theoretical framework, the Ushahidi system is framed as a dynamic, ad hoc virtual organization in the context of emergency response. The actions leading to the instantiation of the Ushahidi system are examined as examples of human cognitive stigmergic response to critical incidents and naturalistic development of complex adaptive systems. (C) 2012 Elsevier B.V. All rights reserved.",Stigmergic self-organization and the improvisation of Ushahidi,stigmergic自组织与Ushahidi的即兴创作,"在信息与通信技术（ICT）的支持下，关于虚拟组织、虚拟团队和虚拟协作的性质、有效性和表现已有不少研究（Cogburn, Santuzzi, & Espinoza, 2011）。最近，基于位置的社交网络技术的出现导致了新的临时虚拟组织模式。开发人员似乎通过将现有应用程序和技术拼凑在一起，几乎在一夜之间即兴开发系统，采用的是未协调的贡献，而不是传统的设计或项目计划。Heylighen理论认为，刺激自组织可以解释这种系统开发（Heylighen, 2007a, 2007b）。生物学家Grasse定义的刺激自组织是指一种间接刺激和响应行为的序列，这些行为通过环境促进昆虫之间的行动协调，例如白蚁协同构建巢穴（Theraulaz & Bonabeau, 1999）。Heylighen将人类的认知自组织与刺激自组织进行了类比。近年来，全球互联网计算和普遍存在的网络等分布式ICT的出现，使传统自上而下的系统开发技术在软件应用开发中变得越来越不相关。相反，模块化、可适应和自我管理的终端用户组件在混搭中结合在一起（Merrill, 2009）。同样，软件开发团队是自发的和临时的，作为虚拟组织运作。在本研究中，通过对报纸、杂志、网站、期刊和社交网络出版物应用纵向案例研究方法和内容分析方法，识别了导致Ushahidi软件平台创建及其后续适应的行动。基于社会技术理论框架，Ushahidi系统被框定为在紧急响应背景下的动态临时虚拟组织。对Ushahidi系统实例化的行动进行检验，以作为人类认知刺激自组织对关键事件的响应和复杂适应系统自然发展案例的例证。（C）2012 Elsevier B.V. 版权所有。",Marsden（2013）基于对Ushahidi软件平台的纵向案例研究和内容分析，以社会技术理论框架探讨应急响应中的动态自组织，发现人类认知的stigmergic反应促进了复杂自适应系统的自然发展。
